,interest,sp_index,unemp_rate,gdp,inflation,rent_index
1990-05-20,,354.428,,,,
1990-05-27,,357.742,,,,
1990-06-03,8.29,361.475,5.2,,129.9,137.9
1990-06-10,,364.17199999999997,,,,
1990-06-17,,363.71799999999996,,,,
1990-06-24,,358.07000000000005,,,,
1990-07-01,8.15,355.032,5.5,6015.116,130.5,138.7
1990-07-08,,358.45000000000005,,,,
1990-07-15,,361.998,,,,
1990-07-22,,365.524,,,,
1990-07-29,,355.508,,,,
1990-08-05,8.13,352.712,5.7,,131.6,139.4
1990-08-12,,336.614,,,,
1990-08-19,,335.702,,,,
1990-08-26,,317.098,,,,
1990-09-02,8.2,321.648,5.9,,132.5,140.0
1990-09-09,,322.835,,,,
1990-09-16,,320.13800000000003,,,,
1990-09-23,,315.154,,,,
1990-09-30,,304.986,,,,
1990-10-07,8.11,313.148,5.9,6004.733,133.4,140.5
1990-10-14,,302.892,,,,
1990-10-21,,303.826,,,,
1990-10-28,,310.91999999999996,,,,
1990-11-04,7.81,305.762,6.2,,133.7,140.7
1990-11-11,,310.714,,,,
1990-11-18,,318.338,,,,
1990-11-25,,316.445,,,,
1990-12-02,7.31,318.24,6.3,,134.2,141.1
1990-12-09,,327.438,,,,
1990-12-16,,328.33599999999996,,,,
1990-12-23,,329.628,,,,
1990-12-30,,329.44,,,,
1991-01-06,6.91,324.895,6.4,6035.178,134.7,141.2
1991-01-13,,314.318,,,,
1991-01-20,,320.51800000000003,,,,
